"neighbourhood","Mean(price)"
"Pico - Robertson",257.35897435897436
"Pico Rivera",115.19999999999999
"Pico-Robertson",282.5
"Pico-Union",177.85714285714286
"Piedade",13.035
"Pigalle - Saint-Georges",222.53488372093025
"Pilares",28.00875
"Pimlico",283.452406153846
"Pin Charoen 1 Village",128.65
"Pinar de Festa",17.861
"Pine Beach",31.3015
"Pinheiros",101.28958333333334
"Pinklao",53.33978723404257
"Pirangi do Norte",34.32
"Piso 1° 'B'",18.91
"Pitangueiras",29.975
"Place d'Italie - Quartier Chinois",181.58476190476202
"Plaistow",130.174
"Playa Arenos",70.913
"Playa Guiones Norte",300
"Playa Vista",209.4
"Playa del Rey",313.19466666666665
"Playhouse Village",133.55555555555557
"Plaza",211.63636363636365
"Plumstead",40.26
"Poblados Marítimos",132.52866666666665
"Point Loma",188.5
"Point Piper",178.19
"Poipu",743.25
"Poly High",88.625
"Pom Prap Sattru Phai ",59.07911111111111
"Ponnangipuram",41.726
"Ponta Negra",78.06550000000001
"Ponta da Cruz",525.1949999999999
"Ponta da Praia",49.5
"Pontal",80.19
"Ponte",215.04
"Ponte dos Leites",57.75
"Popincourt (XI Arrondissement)",110.32000000000001
"Poplar",248.98241975308636
"Porh Nèze",1140.7
"Port Cogolin",254.24
"Port Melbourne",201.32450980392153
"Port Morris",135
"Port Richmond",95.71428571428571
"Port-Royal",220.8442352941176
"Porta",83.776
"Portal do Vale",31.1025
"Porte de Clignancourt",148.2312328767124
"Porte de Versailles",214.86811881188115
"Porter Ranch",214.66666666666666
"Portinho",65.175
"Porto Belo",18.975
"Porto Frade",92.895
"Porto de Galinhas",207.9
"Portogalo",74.25
"Portuguesa",34.64541666666668
"Posse",50.589
"Potts Point",147.17797260273974
"Praca da Bandeira",37.3725
"Prado",309.12
"Prague 2",183.854
"Prague 5",212.036
"Prahran",160.2713939393939
"Prahran/Windsor",259.2363809523809
"Praia Grande",447.8925
"Praia de Armação do Itapocorói",66.165
"Praia de Boiçucanga",108.075
"Praia de Iracema",20.955
"Praia de Itaparica",44.55
"Praia do Morro",60.5
"Prainha",73.25999999999999
"Prainha de Mambucaba",28.05
"Prati",119.84
"Prawet",68.25609523809524
"Praça Seca",35.0625
"Praça da Bandeira",37.03218749999999
"Prenzlauer Berg",325.7203333333334
"Prescott",58
"Presidio Monterey",186
"Presnenskiy",1533.446
"Preston",152.759
"Primrose Hill",441.8375238095239
"Prince's",20370.889000000003
"Prince's Bay",170
"Prospect Heights",227.35000000000002
"Prospect Lefferts Gardens",127.51063829787235
"Provençals del Poblenou",161.94181818181815
"Provetá",32.175
"Providence",163
"Pueblo",150
"Puerto Madero",110.17415094339619
"Puerto Pañuelo",324.307
"Punta Cancun",28.7698
"Putney",447.2973305084744
"Putney Heath",84.546
"Pyrmont",204.8114098360656
"Père Lachaise - Ménilmontant",149.7505882352941
"Périer",79.52
"Quaid Block",447.1238021978021
"Queen Anne",107.53916666666666
"Queen's Park",371.54889655172417
"Queens Park",546.4333333333334
"Queens Village",200.63636363636363
"Quesada",110.88
"Quinta Santa Ana",29.311
"Quintino Bocaiúva",13.53
"R. Bandeirantes",47.7675
"RB of Greenwich",148.36591089108904
"RB of Kensington and Chelsea",196.52844444444443
"RB of Kingston upon Thames",103.21301098901104
"Ramona",212.5
"Ramos",21.82125
"Rampart Village",83
"Rancho Estates",380
"Rancho Palos Verdes",588.7096774193548
"Rancho Park",374.5
"Randall Manor",80
"Randwick",180.4611794871795
"Rasa",63.195
"Rat Burana",23.017500000000002
"Ratchathewi/Phaya Thai",59.623095785440576
"Ratcliff",139.568
"Rathfarnham",240
"Raynes Park",136.7751891891892
"Realengo",24.805
"Recanto de Itaipuaçu",28.05
"Recoleta",47.8136622516557
"Recoletos",162.02666666666667
"Recreio",26.235
"Recreio dos Bandeirantes",69.03480136208856
"Recreio dos bandeirantes",26.4
"Recreio dos bandeirantes ",41.085
"Red Hook",178.76190476190482
"Redfern",131.99456410256414
"Redondo Beach",196.53932584269666
"Redwood City",300
"Región 012",88.5
"Rego Park",130.63636363636363
"Reino",66
"Remsenburg",2639
"República",152.35000000000002
"Reseda",145.5299145299145
"Reserva do Pero",173.25
"Retiro",39.63108730158729
"Revesby",108.44628571428572
"Rhodes",70.584
"Riachuelo",36.7125
"Rialto",46.53
"Ribeira",178.068
"Richland Acres",190.33333333333334
"Richmond",197.75873720136516
"Richmond Grove",40.672
"Richmond Hill",79.35135135135134
"Ridgewood",133.57575757575754
"Riggat Al Buteen",47.440333333333335
"Rillito Park",267
"Rio Branco",57.75
"Rio Comprido",35.97868421052632
"Rio Tavares",82.5
"Rio Vermelho Povoado",174.918
"Rio das Pacas",40.26
"River Market",63.43
"River West",914
"Riverdale",148.25
"Riverpark",331
"Riverside",285.3333333333333
"Riverside Rancho",153.58823529411765
"Riverview",346
"Riverview West",272
"Riverwalk District",79
"Riverwood",119.024
"Riviera",260.63157894736844
"Riviera de São Lourenço",27.555
"Rocha",29.393571428571423
"Rocha Miranda",15.213
"Rocinha",19.635
"Rockaway Beach",101.5
"Rockaway Park",169.375
"Rockdale",56.65749999999999
"Rockhill",626.714
"Roehampton",205.99699999999996
"Rolling Hills",149
"Rolling Hills Estates",260
"Rolling Ridge",229.33333333333334
"Roma Norte",79.5775
"Roosevelt Island",117.00000000000001
"Roppongi",145.42553030303029
"Roquebrune-Cap-Martin",150.82666666666668
"Roquebrune-sur-Argens",232.015
"Rosales",110
"Rose Bay/Dover Heights",168.95446153846154
"Rose Park South",170.58823529411765
"Rosebank",106.22222222222223
"Rosebery",170.924
"Rosedale",115
"Roselands",85.6696
"Rosemead",117
"Rossmoyne",450
"Rossville",65
"Rotherhithe",131.89176000000003
"Royal Arsenal",214.48862068965522
"Royal Docks",281.6081052631579
"Royal Palm Community",109
"Rummelsburg",93.42
"Russell Lea/Rodd Point",121.1
"République",207.5396915584416
"SHIN",90.75
"Saavedra",30.254026315789474
"Sabino Vista Hills",297
"Sagepointe",169
"Sagrada Família",36.3
"Sai Wan",44.18533333333334
"Sai Ying Pun",71.968
"Saint Bruno",140
"Saint Lawrence",188.5
"Saint Pancras",335.3881666666666
"Saint-Germain-des-Prés - Odéon",356.3614377406934
"Saint-Jean-Cap-Ferrat",1002.4
"Saint-Lazare",229.63555555555553
"Saint-Michel",236.43067193675893
"Saint-Paul - Ile Saint-Louis",291.1844444444445
"Saint-Raphaël",369.376
"Saint-Tropez",153.72
"Sainte-Avoye",171.36
"Sainte-Lucie-de-Porto-Vecchio",100.8
"Sainte-Maxime",236.32
"Sallustiano",100.8
"Sam Hughes",217
"Samanes 4",148
"Sampaio",27.286875
"San Blas",79.559
"San Clemente",242.66666666666666
"San Cristóbal",33.992687499999995
"San Gabriel",128.36206896551724
"San Giovanni",768.73
"San Gorgonio",110.18181818181817
"San Marino",169
"San Martin de los Andes",31.468
"San Martín de los Andes",61.9035
"San Miguel",39.32775
"San Nicolás",43.23368438003224
"San Pedro",175.8108108108108
"San Polo",210.56
"San Telmo",39.94215644171777
"Sandpointe",163
"Sands End",271.023
"Sans Souci",436.65200000000004
"Sant Andreu de Palomar",294.56
"Sant Antoni",203.3689975550121
"Sant Genís dels Agudells",249.2
"Sant Gervasi - Galvany",214.3883636363636
"Sant Gervasi - la Bonanova",229.3025
"Sant Martí de Provençals",123.25894736842105
"Sant Pere/Santa Caterina",112.3982222222222
"Santa Catarina",190.39999999999998
"Santa Cecília",240.8
"Santa Clara",242.5
"Santa Cruz",67.86180555555555
"Santa Efigênia",93.80250000000001
"Santa Fe",97
"Santa Monica",341.00465116279094
"Santa Rosa",35.0625
"Santa Severa",463.68
"Santa Teresa",60.92712914485162
"Santo Cristo",36.135
"Santo Spirito-San Frediano",638.9541904761904
"Sants-Montjuïc",149.81720670391059
"Santíssimo",17.325
"Sanur",294.56
"Sao Lourenco",25.795
"Saphan Sung",50.375
"Sarmiento",30.256500000000003
"Sarrià",190.89777777777778
"Sathorn",48.743989547038346
"Saugus",151.96
"Sawtelle",260.8
"Saúde",45.95066666666667
"Schaerbeek",130.174
"School",156
"Schwabing - West",369.05
"Sea Gate",2136
"Seaforth",472.52066666666667
"Seagate",131.76923076923077
"Seaside",293.5
"Seccombe Lane",149
"Sector C",50.325
"Seminyak",1038
"Seminário",81.51
"Senador Camará",14.85
"Sentier",123.2
"Sepetiba",85.305
"Setagaya District",118.49550442477874
"Setiba",26.4
"Setor Bela Vista",41.415
"Setor Sudoeste",59.3175
"Setor de Clubes Esportivos Sul",82.005
"Shadow Hills",138.6
"Shadwell",210.023
"Shasta-Hanchett Park",87.11111111111111
"Shaw",140
"Sheepshead Bay",161.72916666666663
"Shepherd's Bush",163.5262315789474
"Sherman Hill",135
"Sherman Oaks",322.10486891385773
"Sherwood Forest",60
"Sheung Wan",51.68375
"Shibuya",210.83319178082192
"Shibuya District",159.55926666666664
"Shilin",88.572
"Shimogyō-ku",312.42120000000006
"Shimokitazawa",189.93908620689655
"Shinagawa District",152.42312676056338
"Shinjuku",137.90270050761424
"Shinjuku District",170.0312085635357
"Shinsaibashi",350
"Shore Acres",132.5
"Shoreditch",246.4905037878789
"Siam",74.3241847826087
"Sierra Madre",191.2
"Signal Hill",163.5
"Silom",63.502942917547564
"Silver Lake",221.8857193460491
"Silver Strand",161
"Silverwater/Newington",41.32228571428571
"Skid Row",284.5
"Slanchev Bryag",108.702
"Smart Corner",155
"Smithfield",385.154
"Snaresbrook",651.03775
"SoMa",147.25
"Sofia Center",276.64
"Soho",413.6521343283582
"Soledade",47.355
"Somers Town",195.29295238095247
"Somerset",253.625
"Soundview",92.4
"South Arroyo",269.5
"South Bank",268.97390909090916
"South Beach",389.61999999999995
"South Broadway",103.8
"South Central Houston",170.88133333333334
"South Coast",434
"South Coast Metro",200.66666666666666
"South Columbus",33.6
"South Commons",271.6666666666667
"South Coogee",468.83000000000004
"South Dallas",336.842
"South El Monte",162.5
"South Gate",113.00000000000001
"South Hampstead",330.93719999999996
"South Hill/Rathnelly",350
"South Kensington",375.50004304635786
"South Kuta/Bukit Peninsula",138.22599999999997
"South LA",188.3200000000001
"South Lake Tahoe",775.75
"South Lamar",175
"South Lambeth",170.9471176470588
"South Los Angeles",164.9508599508601
"South Melbourne",193.59812865497082
"South Montebello",164.81896551724137
"South Mountain Village",77
"South Norwood",162.15833333333333
"South Ozone Park",185.10000000000002
"South Park",243
"South Pasadena",165.5945945945946
"South Redondo",218.5730337078651
"South Richmond Hill",385
"South Robertson",194.835294117647
"South San Gabriel",79
"South Sanford",237.5
"South Scottsdale",649.3333333333333
"South Side",129.14475
"South Slope",221.83333333333334
"South Tottenham",167.7919375
"South Wharf",161.11242857142858
"South Whittier",118.5
"South Williamsburg",180
"South Woodford",56.364
"South Wrigley",160.64285714285714
"South Yarra",140.51953642384098
"South of Conant",296.80851063829795
"South of Nevsky",89.6
"Southbank",177.57713004484302
"Southeast Anaheim",809.3333333333334
"Southeast Annadale",70
"Southeast Raleigh",80
"Southeast Torrance",81
"Southeast Washington",46.666666666666664
"Southfields",151.68547058823532
"Southridge Village",158
"Southside",154.54711864406775
"Southwark",243.4266
"Southwest Hills",228
"Southwest Houston",83.33333333333333
"Southwest Raleigh",135
"Southwest Waterfront",115
"Southwood",108.6
"Southwood Riviera",274
"Sovana",119
"Sparr Heights",364.0909090909091
"Spins",155.064
"Spintex Road",79.178
"Spitalfields",259.006
"Spotswood/South Kingsville",76.293
"Spring Creek",154.5
"Springfield Gardens",174.75
"Springs 10",51.52
"Spuyten Duyvil",77.5
"St George's Fields",396.4884594594595
"St John's Wood",543.8455
"St Katharine's & Wapping",167.75
"St Kilda",149.61821052631578
"St Kilda East",144.09466666666665
"St Leonard's",155.00099999999998
"St Leonards",148.074431372549
"St Martí",100.8
"St Peters",127.328
"St. Albans",129.4
"St. Ann's",60.39
"St. George",107.36363636363636
"St. James's",385.1540000000001
"St. John's Wood",205.69199999999998
"St. Luke's",183.2788571428572
"St. Pancras",321.00640000000004
"Stadionbuurt",26.35
"Stamford Hill",59.048
"Stanmore",102.91710344827585
"Stapleton",89.33333333333333
"Stapleton Heights",96.53846153846155
"Stepney",167.16711111111113
"Stepney Green",116.21061349693257
"Stockdale West",221
"Stockwell",152.18280000000007
"Stoke Newington",168.40066666666667
"Stratford",155.7445405405406
"Stratford Square",313
"Strathfield",115.21800000000002
"Streatham",106.45156923076922
"Streatham Hill",50.996
"Streatham Wells",46.97
"Streeterville",289
"Stroud Green",166.408
"Studio City",547.6916666666664
"Studio Village",203.5
"Stuyvesant Heights",202.3076923076923
"Suan Luang",40.37392307692306
"Suginami District",97.63137857142858
"Suiço",86.955
"Sumaré",75.405
"Sumida District",111.86877011494256
"Summer Hill",152.93200000000002
"Summit Heights",79
"Sun Valley",130.44444444444446
"Sunkist Park",161.85714285714286
"Sunland",225
"Sunland-Tujunga",220.14285714285714
"Sunland/Tujunga",208.66666666666669
"Sunny Isles Beach",42.548
"Sunnyside",110.1791044776119
"Sunrise",140
"Sunset Beach",287.9
"Sunset Park",157.6865671641791
"Sunset Strip",370.52941176470586
"Surry Hills",172.8353373493976
"Sutton",80.52
"Sydenham",95.9849523809524
"Sylmar",165.6363636363636
"Sylvan Heights",242
"Sylvia Park",335.578947368421
"São Bento",28.908
"São Brás",82.5
"São Conrado",312.48708333333326
"São Cristóvão",36.69078947368421
"São Cristóvão e São Lourenço",127.2295
"São Francisco",45.54
"São Francisco Xavier",56.595
"São Lourenço",353.76
"São Mateus",41.25
"São Miguel",78.86999999999999
"São Paulo",390.4
"São Pedro da Serra",42.24
"São Sebastiao",80.685
"Table Rock",250.2
"Tahquitz River Estates",1219
"Tai Hang",2415.6
"Tai Kok Sui",217
"Tai Wai",30.566000000000003
"Taling Chan",43.95111111111111
"Tamarama",341.94685714285714
"Tanque",30.195
"Taperapuan",103.481
"Taquara",40.12973684210527
"Tarzana",288.1139240506328
"Tatemville",100
"Tauá",36.8775
"Tempe/Sydenham",110.86568421052631
"Temple",598.2636
"Temple (III Arrondissement)",246.4
"Temple Bar",145.6
"Temple City",78.37500000000001
"Teodoro García 2380",31.202
"Ternes",259.7995591397853
"Terézváros - District VI.",611.8000000000001
"Thamesmead",134.2
"Thamesmead West",137.555
"Thawi Watthana",64.17
"The Angel",261.55580000000003
"The Annex",180
"The Fairways",303.5
"The Flats",973.6666666666669
"The Heights",95.28571428571429
"The Hill",64.14285714285714
"The Lakes",1034.5
"The Rockaways",237.2692307692308
"The Rocks",365.92959999999994
"The Views",167.75
"The West End",537.9573211009175
"Thonburi",48.4363867403315
"Thong Lo",123.82767647058824
"Thornbury",108.87466666666666
"Throgs Neck",121.25
"Thung Khru",12.4
"Thurlow Park",217.404
"Tijuca",56.88718750000002
"Tijuca ",15.18
"Times Square/Theatre District",362.6
"Tlacoquemecatl",39.115
"Todos os Santos",34.2375
"Todt Hill",1400
"Toluca Lake",164.00000000000003
"Toluca Terrace",181.66666666666666
"Tompkinsville",87.7
"Tomás Coelho",18.975
"Toninhas",104.445
"Toorak",313.4760000000001
"Tooting",187.88
"Tooting Bec",224.71044444444445
"Topanga",299.93162393162396
"Torrance",129.72727272727275
"Torrance Beach",160
"Torre Baró",293.44
"Torres de Abasto",34.85766666666667
"Toshima District",114.32695485327321
"Tottenham",83.44082352941176
"Tottenham Hale ",53.68
"Tottenville",135.66666666666666
"Tour Eiffel - Champ de Mars",330.2511873767256
"Tour Eiffel - Champs de Mars",182.71999999999997
"Town Homes III At Legacy Town Center",150
"Townsite",158
"Traffic Circle Area",138.99999999999997
"Trastevere",99.20333333333335
"Travis - Chelsea",70
"Treme",161
"Tremont",93.9375
"Tri-West",273.945945945946
"Triana",161.28
"Tribeca",366.6666666666667
"Trieste",78.4
"Trinity-Bellwoods",175.71233333333333
"Tropico",181.49019607843138
"Trousdale Estates",200
"Truckee",177.5
"Truxton Circle",57
"Tsentar",99.30799999999999
"Tsuen Wan",129.31650000000002
"Tsukiji",106.52980701754387
"Tujunga",92.44444444444444
"Tullygay",126.148
"Tulse Hill",124.73144444444446
"Tulum Centro",225.894
"Turiaçu",28.05
"Turó de la Peira - Can Peguera",39.648
"Tustin Legacy",164.325
"Twin Peaks",183
"Tyburnia",332.1283312000005
"Tzafon Yashan",116
"Uccle",254.98
"Ultimo",191.01762962962962
"Unamar",40.5075
"Union Square",395.1111111111111
"University",180.5
"University City",250
"University Heights",130.25
"University Park",230.44444444444443
"University South",208
"Unknown",177.6928219396745
"Upper East Side",187.56842105263152
"Upper Sukhumvit",80.68252539062503
"Upper Tooting",152.11570000000003
"Upper West Side",315.5423728813561
"Upper Westside",108
"Upton Park",44.286
"Uptown",209
"Urbanització Bassetes",224.56
"Urbanizacion Cumbres de la escalon",167
"Urbanización Doña Lola",263.2
"Urbanización Princesa Kristina",181.44
"Urbanización la Almedia",170.24
"Urca",71.115
"Utako",134.2
"Utopia",90
"VI Arrondissement",278.88
"Valencia",151.56818181818176
"Vallauris",353.617
"Vallcarca i els Penitents",247.19483870967744
"Valley Glen",209.96
"Valley Traditions",145
"Valley View",126.66666666666667
"Valley Village",202.64583333333331
"Van Nest",193.1578947368421
"Van Nuys",206.57499999999987
"Vargem Grande",66.45375
"Vargem Pequena",53.686875000000015
"Vargem do Lobo",38.775
"Vassal",197.74764705882353
"Vauban",123.2
"Vaucluse/Watsons Bay",375.75600000000003
"Vaugirard",250.36783919597997
"Vauxhall",294.27127152317877
"Venice",327.47565326633156
"Verdugo Viejo",250.83333333333331
"Verdugo Woodlands",194.4
"Verdum - Los Roquetes",77.48363636363636
"Vicente Lopez",125.336
"Vicente de Carvalh",22.275
"Vicente de Carvalho",39.6
"Victoria",134.2
"Victoria Island",167.75
"Victory Monument",66.23105714285714
"Vidigal",57.15922712933755
"Vieille Ville",403.2
"View Park",214.94117647058823
"Vigário Geral",17.490000000000002
"Vila Caiçara",43.89
"Vila Capri",74.25
"Vila Clementino",37.62
"Vila Curti",68.508
"Vila Ida",21.45
"Vila Imperial",104.94
"Vila Isabel",29.687058823529416
"Vila Luiza",25.905
"Vila Mariana",90.09
"Vila Muriqui",37.661249999999995
"Vila Nova",113.85000000000001
"Vila Olímpia",83.325
"Vila Poran",33
"Vila Rachid",53.955
"Vila Rica",32.835
"Vila Santa Cecília",51.15
"Vila Suissa",26.4
"Vila Uberabinha",57.75
"Vila Valqueire",51.5625
"Vila da Penha",34.980000000000004
"Vila de Gràcia",177.57451327433637
"Vila de Ponta Negra",29.7
"Vila do Abraão",11.962499999999999
"Vilapicina i la Torre Llobeta",89.8635294117647
"Vilatur",44.715
"Villa Alpina I",23.231
"Villa Crespo",44.25831782945737
"Villa Devoto",38.530892857142874
"Villa General Mitre",17.019
"Villa Lugano",27.42
"Villa Luro",26.947000000000003
"Villa Nahuel Malal",66.185
"Villa Ortúzar",26.76390909090909
"Villa Pueyrredón",24.0095
"Villa Santa Rita",20.262500000000003
"Villa Urquiza",38.90438095238096
"Villa del Parque",44.08282352941176
"Village Rio das Ostras",61.56857142857143
"Village São Roque",19.8
"Village de Búzios",82.5
"Ville-Marie",171.5
"Villefranche-sur-Mer",672
"Vincente de Carvalho",21.285
"Vinegar Hill",468.83333333333337
"Vineyard",165.98741176470588
"Vineyard Haven",295.625
"Vinohrady",117.42499999999998
"Virgen Misiónera",26.474
"Virginia",603.9
"Virginia-Highland",110
"Várzea",55
"Várzea da Barra Funda",33.165
"Vélez Sársfield",47.2068
"Waianae Coast",150
"Waikiki",505.5
"Wakefield",103.41666666666666
"Walnut Valley",146.70370370370367
"Walnut Village",188
"Walteria",144.11111111111111
"Walthamstow",134.96685714285712
"Walworth",230.51120300751884
"Wan Chai",402.6
"Wandsworth",200.0346857142857
"Wang Thonglang",65.34473684210526
"Wapping",163.36395121951224
"Washington",160.42857142857142
"Washington Culver",298.3333333333333
"Washington Heights",102.43055555555556
"Washington Square West",32.92481818181818
"Watcharapol",70.525
"Waterfront",189.28
"Waterloo",141.70272727272723
"Watermael-Boitsfort",145.6
"Watthana",1287.678
"Watts",23.749999999999996
"Waverly",177.38266666666667
"Wesley Heights",65.33333333333333
"West",185.196
"West Acton",80.52
"West Adams",104.80769230769234
"West Anaheim",261.25
"West Athens",127
"West Atherton",133
"West Beach",516.9333333333334
"West Brighton",72.3913043478261
"West Bronx",100.54
"West Cornwall",139
"West Covina",131.25925925925927
"West Dulwich",114.51733333333334
"West Ealing",190.72504
"West End",223.8988888888889
"West Farms",151.5
"West Fens",319
"West Gateway",125.25
"West Green",75.37566666666666
"West Hampstead",209.18425
"West Hills",209.29545454545453
"West Hollywood",224.77419354838713
"West Hollywood West",328.8108108108108
"West Kensington",75.152
"West Los Angeles",167.1494845360825
"West Melbourne",138.45766666666665
"West Norwood",100.47106666666667
"West Philadelphia",637
"West Rancho Dominguez",55
"West Torrance",90
"West Town",2028
"West Town/Noble Square",118
"West University",248
"West Village",244.55319148936172
"West Whittier",161.5
"West Wimbledon",142.923
"Westbourne Green",372.71931914893605
"Westchester",201.7125
"Westchester Square",150
"Westchester Village",76
"Westchester/Playa Del Rey",240.46357615894038
"Westdale",276.25
"Westerleigh",135
"Western Addition",95.2
"Western Addition/NOPA",164
"Western Malibu",916.375
"Westfield",800
"Westlake",195.34033613445385
"Westlake North",95
"Westminster",423.1879344262295
"Westmont",123
"Westover",418.3333333333333
"Westside",149.230283911672
"Westside Village",111.75
"Westwood",244.58115183246076
"Whetstone",45.628
"White City Living",390.96933333333334
"Whitechapel",276.37744444444445
"Whitechapel/Brick Lane",251.77332183908052
"Whitely",28.458
"Whitestone",110.14285714285714
"Whitmore Estate",334.90355555555556
"Whitney Ranch",95
"Whittier",139.8846153846154
"Willard",144.75
"Willesden",78.28333333333335
"Willesden Green",67.1
"Williamsbridge",103.06060606060608
"Williamsburg",240.17956293706294
"Williamstown",178.0199322033898
"Willmore",176
"Willoughby",313.87142857142857
"Willow - Rose Hill",655
"Willow Creek",130.16666666666666
"Willow Glen",202.99999999999997
"Willowbrook",449.5
"Willowdale",42.501
"Wilmington",126
"Wilshire Center",212.58823529411765
"Wilshire Montana",259.7948717948718
"Wimbledon",196.5764736842105
"Wimbledon Chase",167.6349714285714
"Winchmore Hill",261.69
"Windsor",96.75418181818182
"Windsor Hills",156.875
"Windsor Terrace",257.9393939393939
"Windy Hill",124
"Winnetka",108.37837837837837
"Winstanley Estate",184.35725
"Wolli Creek",96.41866666666667
"Wollstonecraft/Waverton",178.709
"Wood Green",238.10914285714287
"Woodberry Down",227.94828571428573
"Woodbury",211.66666666666666
"Woodford",61.06099999999999
"Woodhaven",66.57894736842103
"Woodland Hills",266.7451623931624
"Woodland Hills/Warner Center",220.2323232323232
"Woodside",93.04651162790701
"Woodstock",88.88888888888889
"Woollahra",275.3826506024097
"Woolloomooloo",184.13490909090905
"Woolwich",200.25622222222222
"Wrigley Heights",52.6
"Wuse",192.67285714285714
"Wynwood",183.125
"Wynwood Art District",221.2
"X Arrondissement",198.19520000000003
"XANGRI-LÁ",112.86
"XI Arrondissement",203.11692307692311
"XIII Arrondissement",108.64
"XIV Arrondissement",95.2
"XV Arrondissement",89.6
"XVI Arrondissement",822.0800000000002
"Yan Nawa",46.14177777777777
"Yarraville/Seddon",122.73950769230767
"Yeonhui",70
"Yorktown",250
"Yorkville",116.25
"Za'abeel 2",282.0351666666666
"Zacarias",89.76
"Zetland",141.1936296296296
"Zilker",130.096
"Zona 4",34.875
"Zona 5",156.352
"Zona 7",90.58500000000001
"Zona 9",72.8
"Zona Sin Asignación de Nombre de Colonia 1",55
"Zumbi",18.975
"el Fort Pienc",212.1871698113209
"entre las calles Iberá y Quesada ",28.365
"g.k. Lazur",44.286
"g.k. Varusha - north",397.232
"hampstead heath",354.288
"la Sagrada Familia",280.20740740740746
"la Sagrada Família",195.9288888888889
"loja",68.64
"montevideo ",28.365142857142857
"thames",37.82
"vale do castelo",57.75
"zh.k. Mladost",107.36
"Újbuda - District XI.",104.676
"Đồng Cao",406.56
"Žižkov",187.88
"جنوب البرشاء",630.56
"زعبيل ٢",251.12175000000002
"หมู่ที่ 9",128.53633333333335
